file_name,labels
30764026.png,0
29135450.png,1
15692736.png,0
9836128.png,0
11500183.png,1
2194.png,0
31981805.png,0
29127905.png,1
15248586.png,1
3018.png,0
29128452.png,1
29138311.png,0
16472003.png,0
16471979.png,0
3197.png,1
15537685.png,0
29137072.png,0
15626050.png,0
17593773.png,1
3193.png,1
13215300.png,1
9972873.png,0
29133212.png,1
15126143.png,0
3175.png,1
29138919.png,0
30849874.png,0
29139151.png,0
2990.png,0
9739798.png,0
13051995.png,0
30943295.png,1
29127345.png,1
31981773.png,1
30965596.png,1
29135105.png,1
3158.png,1
3145.png,0
3173.png,1
11679674.png,1
3199.png,1
29134263.png,1
3203.png,1
29134296.png,1
2193.png,1
30133740.png,0
30859467.png,0
2173.png,0
29138867.png,0
17557617.png,0
13175150.png,0
3195.png,1
30875948.png,1
30626050.png,0
11914146.png,1
31365824.png,0
15248546.png,1
15626058.png,0
11378328.png,0
29137298.png,1
29129961.png,0
30876146.png,1
29126269.png,0
12976937.png,0
29697164.png,0
14531915.png,0
3182.png,1
29698013.png,0
30551220.png,0
9672701.png,0
29131465.png,0
3205.png,1
29130017.png,0
31981821.png,1
14592819.png,0
2178.png,1
9869292.png,0
17579487.png,0
9643956.png,0
28030046.png,1
11575030.png,1
9869305.png,0
15022894.png,0
11849229.png,0
15537677.png,0
9836120.png,0
15126127.png,1
29132923.png,1
29128384.png,1
29133355.png,1
15741365.png,0
9972897.png,0
3067.png,0
30679482.png,0
17674296.png,0
16471987.png,0
28030005.png,0
29133733.png,1
30705175.png,1
3189.png,1
16199497.png,0
11575014.png,1
9972953.png,0
29138760.png,0
29128125.png,1
29697471.png,0
29138440.png,0
15959699.png,0
29133480.png,1
3222.png,1
17674280.png,1
29133095.png,1
2188.png,1
3198.png,1
17634934.png,1
11849205.png,0
15323710.png,1
11849221.png,0
30134203.png,0
3029.png,0
29138640.png,0
9788654.png,0
29130580.png,1
13310645.png,0
14698663.png,0
30134402.png,0
30707624.png,0
29134038.png,1
3159.png,1
3176.png,1
3186.png,1
29139216.png,0
29133727.png,1
29131704.png,0
31147882.png,1
10191411.png,0
15464881.png,1
11439402.png,1
17661293.png,0
30802410.png,0
14364006.png,1
3051.png,0
15723279.png,0
3202.png,1
29130868.png,0
3028.png,1
29128170.png,1
29133751.png,1
14964911.png,0
11378336.png,0
17635011.png,0
29137871.png,0
30805562.png,0
15464905.png,0
14698631.png,0
11378352.png,0
3013.png,0
29134518.png,1
14698655.png,0
14901901.png,1
30874931.png,0
14531899.png,0
29126597.png,0
29133443.png,1
3152.png,0
29137766.png,0
14531891.png,0
29138045.png,0
29131998.png,0
9643900.png,0
3048.png,1
16472019.png,0
29132373.png,0
11679642.png,1
11849197.png,0
15959691.png,0
2177.png,1
30532430.png,1
11727869.png,0
17634950.png,1
30908352.png,1
9739822.png,0
15022870.png,0
29131668.png,0
15852711.png,0
11789913.png,0
9643972.png,0
29126216.png,0
29696827.png,0
17634968.png,0
29129282.png,1
29128980.png,1
29130597.png,0
11439378.png,1
17557625.png,0
15537709.png,0
30133675.png,0
29132579.png,0
29137213.png,0
11575038.png,1
9869313.png,0
29131768.png,0
9643932.png,0
30900249.png,1
14443086.png,0
15741357.png,0
30849920.png,0
3078.png,0
30134417.png,0
29138444.png,0
29131092.png,0
2991.png,0
29134220.png,1
14840017.png,1
29136599.png,0
3147.png,0
30849867.png,0
29138594.png,0
15585022.png,0
9643892.png,0
29133648.png,1
17634863.png,0
17565463.png,1
29697229.png,0
3164.png,1
31981837.png,1
15741373.png,0
12721135.png,0
29135016.png,1
15741381.png,0
29130945.png,0
3181.png,1
29139254.png,0
14443110.png,0
3001.png,0
3019.png,0
14901885.png,1
3079.png,0
29136696.png,1
12042576.png,0
30730362.png,0
12721142.png,0
11500199.png,1
29130070.png,0
30134183.png,0
11378320.png,0
15584990.png,0
9836112.png,0
15959667.png,0
3080.png,0
10117098.png,0
2185.png,0
13310661.png,0
11914186.png,0
9869321.png,0
14746278.png,1
15888750.png,0
15537717.png,0
9643940.png,0
15923185.png,0
9739814.png,0
10117325.png,0
30505327.png,0
30630506.png,0
29130836.png,0
30134254.png,0
3049.png,0
11789905.png,0
17634976.png,0
33699270.png,0
14840041.png,0
14901909.png,0
29697379.png,0
15852719.png,0
15323702.png,1
29128665.png,1
9972913.png,0
9739790.png,0
15692720.png,0
14964879.png,0
15464897.png,0
30943287.png,1
29136478.png,0
30783184.png,1
29138186.png,0
30134528.png,0
15652677.png,0
15022878.png,0
17661301.png,0
15652693.png,0
15464873.png,1
11727839.png,1
11679650.png,1
3191.png,1
3192.png,1
3214.png,0
30134645.png,0
15923145.png,0
29129126.png,1
29129240.png,0
29131512.png,0
15626074.png,0
29129761.png,1
11727861.png,1
3070.png,0
29129831.png,0
15626082.png,0
22952072.png,0
17540861.png,0
14746302.png,1
14782367.png,1
17856777.png,0
13578925.png,0
3075.png,1
15773640.png,0
30994900.png,1
15692728.png,0
17674272.png,1
30691094.png,0
29128153.png,1
3043.png,1
17594061.png,0
30133894.png,0
17634998.png,0
30930397.png,1
15692712.png,0
30998131.png,1
30753319.png,0
15723239.png,0
29136256.png,0
3151.png,0
29134313.png,1
3039.png,1
3180.png,1
29131483.png,0
3058.png,0
30849934.png,0
15773609.png,0
29132756.png,1
14746294.png,1
29138330.png,0
29697950.png,0
30134970.png,0
29137124.png,0
17614929.png,1
9869297.png,0
17540929.png,1
29696961.png,0
29132836.png,1
30994908.png,1
14592835.png,0
14746286.png,1
29127206.png,1
9704344.png,0
28029908.png,1
30679490.png,0
3156.png,0
17192096.png,0
15959659.png,0
3035.png,1
14840009.png,1
11789881.png,1
3066.png,0
14782391.png,1
29697284.png,0
29132605.png,1
30691086.png,0
30764034.png,0
29137566.png,0
29127186.png,0
2199.png,0
9972889.png,0
3050.png,0
3020.png,0
3032.png,0
29134294.png,1
14782359.png,1
11789921.png,0
29697679.png,0
3221.png,0
13175134.png,0
12042592.png,0
29137481.png,0
2153.png,0
29132851.png,1
11500215.png,1
3034.png,0
3148.png,0
33758492.png,0
3074.png,1
14840049.png,1
28030191.png,1
33695945.png,0
29138018.png,0
29137019.png,1
