file_name,labels
3052_planet.png,0
3204_planet.png,1
2161_planet.png,1
3048_planet.png,1
2193_planet.png,1
2172_planet.png,0
3156_planet.png,0
3201_planet.png,1
3047_planet.png,1
3053_planet.png,1
3077_planet.png,0
2198_planet.png,0
2149_planet.png,0
3213_planet.png,0
3177_planet.png,1
3196_planet.png,1
3221_planet.png,0
3183_planet.png,1
3203_planet.png,1
3032_planet.png,0
3185_planet.png,1
3198_planet.png,1
3051_planet.png,0
2200_planet.png,1
3059_planet.png,0
3013_planet.png,0
3076_planet.png,1
3034_planet.png,0
2180_planet.png,0
3075_planet.png,1
3145_planet.png,0
3176_planet.png,1
3186_planet.png,1
3027_planet.png,0
3159_planet.png,1
3021_planet.png,0
2196_planet.png,1
3216_planet.png,0
3194_planet.png,1
3057_planet.png,0
3020_planet.png,0
2989_planet.png,0
3214_planet.png,0
3017_planet.png,0
3193_planet.png,1
2988_planet.png,0
2173_planet.png,0
2993_planet.png,0
3070_planet.png,0
2230_planet.png,0
3028_planet.png,1
3153_planet.png,0
2985_planet.png,0
3223_planet.png,1
3046_planet.png,0
3079_planet.png,0
3080_planet.png,0
3207_planet.png,1
3150_planet.png,1
3084_planet.png,0
3082_planet.png,0
3030_planet.png,1
2202_planet.png,1
3049_planet.png,0
2994_planet.png,0
3206_planet.png,1
3187_planet.png,1
3033_planet.png,0
3050_planet.png,0
3211_planet.png,0
3208_planet.png,1
3062_planet.png,0
3081_planet.png,0
3065_planet.png,0
3170_planet.png,1
3175_planet.png,1
3018_planet.png,0
3220_planet.png,0
3195_planet.png,1
2190_planet.png,1
2197_planet.png,1
3179_planet.png,1
2178_planet.png,1
3178_planet.png,1
3054_planet.png,0
3169_planet.png,1
2160_planet.png,1
2183_planet.png,0
3031_planet.png,0
3061_planet.png,0
2162_planet.png,1
2991_planet.png,0
2986_planet.png,0
2163_planet.png,0
3006_planet.png,0
3182_planet.png,1
2992_planet.png,0
3066_planet.png,0
3202_planet.png,1
3218_planet.png,0
3205_planet.png,1
3188_planet.png,1
3171_planet.png,1
3173_planet.png,1
3056_planet.png,0
3019_planet.png,0
3060_planet.png,0
3035_planet.png,1
3063_planet.png,0
2203_planet.png,0
2188_planet.png,1
3181_planet.png,1
3160_planet.png,1
3174_planet.png,1
3008_planet.png,0
3210_planet.png,1
3041_planet.png,0
2154_planet.png,1
3168_planet.png,1
3165_planet.png,1
3197_planet.png,1
3039_planet.png,1
3162_planet.png,1
3184_planet.png,1
